Campanha,Própria,Imprópria,Muito Boa,Indisponível,Satisfatória
21061,28,0,0,0,0
21121,25,10,0,0,0
21101,16,0,0,0,0
21081,26,2,0,0,0
20981,24,11,0,0,0
21041,27,1,0,0,0
21021,16,0,0,0,0
21001,28,0,0,0,0
20941,26,2,0,0,0
20901,28,7,0,0,0
20961,26,2,0,0,0
20921,15,1,0,0,0
20861,27,1,0,0,0
20821,26,2,0,0,0
20841,29,6,0,0,0
20881,15,1,0,0,0
20741,25,3,0,0,0
20781,15,1,0,0,0
20801,26,2,0,0,0
20761,25,10,0,0,0
20681,26,2,0,0,0
20721,15,1,0,0,0
20701,26,9,0,0,0
20661,26,2,0,0,0
20601,26,2,0,0,0
20641,15,1,0,0,0
20621,23,12,0,0,0
20581,27,1,0,0,0
20521,27,1,0,0,0
20561,27,1,0,0,0
20541,14,2,0,0,0
20501,25,10,0,0,0
20441,25,3,0,0,0
20481,27,1,0,0,0
20461,15,1,0,0,0
20421,23,12,0,0,0
20381,15,1,0,0,0
20401,27,1,0,0,0
20361,25,10,0,0,0
20341,27,1,0,0,0
20261,27,1,0,0,0
20321,27,1,0,0,0
20301,14,2,0,0,0
20281,21,14,0,0,0
20201,27,1,0,0,0
20241,23,5,0,0,0
20221,13,3,0,0,0
20181,18,17,0,0,0
20121,12,4,0,0,0
20161,25,3,0,0,0
20141,27,1,0,0,0
20101,18,17,0,0,0
20041,16,19,0,0,0
20081,12,4,0,0,0
20061,25,3,0,0,0
20021,24,4,0,0,0
19981,25,3,0,0,0
20001,12,4,0,0,0
19941,24,4,0,0,0
19961,17,18,0,0,0
19861,25,3,0,0,0
19921,21,14,0,0,0
19901,12,4,0,0,0
19881,24,4,0,0,0
19781,23,5,0,0,0
19801,24,4,0,0,0
19821,11,5,0,0,0
19841,18,17,0,0,0
19721,22,6,0,0,0
19761,23,5,0,0,0
19741,14,2,0,0,0
19701,15,20,0,0,0
19641,21,7,0,0,0
19681,24,4,0,0,0
19661,12,4,0,0,0
19501,17,18,0,0,0
19621,23,5,0,0,0
19601,11,5,0,0,0
19581,15,13,0,0,0
19481,13,22,0,0,0
19561,24,4,0,0,0
19521,14,14,0,0,0
19461,13,22,0,0,0
19541,10,6,0,0,0
19341,14,14,0,0,0
19321,12,4,0,0,0
19301,12,23,0,0,0
19361,24,4,0,0,0
19381,12,23,0,0,0
19441,12,4,0,0,0
19421,22,6,0,0,0
19401,12,16,0,0,0
19161,14,14,0,0,0
19281,24,4,0,0,0
19101,10,25,0,0,0
19221,11,5,0,0,0
19141,19,9,0,0,0
19201,12,4,0,0,0
19261,24,4,0,0,0
19081,12,23,0,0,0
19181,12,4,0,0,0
19241,24,4,0,0,0
19061,15,20,0,0,0
19121,17,11,0,0,0
19001,12,4,0,0,0
19041,20,8,0,0,0
19021,13,15,0,0,0
18981,14,21,0,0,0
18921,12,4,0,0,0
18961,22,6,0,0,0
18941,15,13,0,0,0
18901,12,23,0,0,0
18821,6,29,0,0,0
18881,22,6,0,0,0
18861,12,4,0,0,0
18841,10,18,0,0,0
18741,5,30,0,0,0
18801,21,7,0,0,0
18761,10,18,0,0,0
18781,13,3,0,0,0
18681,15,13,0,0,0
18721,22,6,0,0,0
18701,14,2,0,0,0
18661,8,27,0,0,0
18601,23,5,0,0,0
18641,12,16,0,0,0
18621,13,3,0,0,0
18581,12,23,0,0,0
18481,13,15,0,0,0
18561,23,5,0,0,0
18501,12,4,0,0,0
18461,10,25,0,0,0
18401,23,5,0,0,0
18441,14,2,0,0,0
18421,25,3,0,0,0
18381,21,14,0,0,0
18221,25,3,0,0,0
18201,24,4,0,0,0
18181,20,15,0,0,0
18361,14,2,0,0,0
18041,25,10,0,0,0
18061,14,2,0,0,0
18081,23,5,0,0,0
18101,25,3,0,0,0
17761,25,10,0,0,0
17801,14,2,0,0,0
17821,22,6,0,0,0
17781,25,3,0,0,0
17741,23,5,0,0,0
17701,24,4,0,0,0
17681,21,14,0,0,0
17721,14,2,0,0,0
16621,23,5,0,0,0
16641,35,9,0,0,0
16661,24,4,0,0,0
16601,21,14,0,0,0
15981,19,16,0,0,0
16181,22,6,0,0,0
16581,11,5,0,0,0
16381,21,7,0,0,0
16361,22,6,0,0,0
16161,24,4,0,0,0
16561,11,5,0,0,0
15961,23,12,0,0,0
16341,23,5,0,0,0
16541,13,3,0,0,0
16141,22,6,0,0,0
15921,22,13,0,0,0
16521,13,3,0,0,0
16321,22,6,0,0,0
15841,25,10,0,0,0
16121,21,7,0,0,0
16301,26,2,0,0,0
15821,28,7,0,0,0
16501,13,3,0,0,0
16101,23,5,0,0,0
15801,26,9,0,0,0
16281,27,1,0,0,0
16081,24,4,0,0,0
16481,10,6,0,0,0
16261,25,3,0,0,0
16461,10,6,0,0,0
15781,27,8,0,0,0
16061,26,2,0,0,0
16241,26,2,0,0,0
15761,29,6,0,0,0
16041,26,2,0,0,0
16441,10,6,0,0,0
16021,27,1,0,0,0
16421,10,6,0,0,0
16221,25,3,0,0,0
15741,26,9,0,0,0
16001,27,1,0,0,0
16201,25,3,0,0,0
15721,26,9,0,0,0
16401,13,3,0,0,0
18341,26,2,0,0,0
17041,29,6,0,0,0
18161,24,4,0,0,0
18281,13,3,0,0,0
18141,23,5,0,0,0
18321,27,1,0,0,0
17021,26,9,0,0,0
18261,13,3,0,0,0
18301,25,3,0,0,0
17001,25,10,0,0,0
18241,13,3,0,0,0
18121,26,2,0,0,0
18021,27,1,0,0,0
17661,13,3,0,0,0
17361,26,2,0,0,0
16981,25,10,0,0,0
18001,27,1,0,0,0
16961,25,10,0,0,0
17341,26,2,0,0,0
17641,13,3,0,0,0
17981,28,0,0,0,0
17621,13,3,0,0,0
17321,27,1,0,0,0
16941,20,15,0,0,0
17961,27,1,0,0,0
17601,12,4,0,0,0
16921,15,20,0,0,0
17301,21,7,0,0,0
17941,27,1,0,0,0
17581,12,4,0,0,0
16901,24,11,0,0,0
17281,27,1,0,0,0
17921,27,1,0,0,0
16881,24,11,0,0,0
17261,27,1,0,0,0
17561,12,4,0,0,0
17901,27,1,0,0,0
16861,24,11,0,0,0
17241,27,1,0,0,0
17541,12,4,0,0,0
17881,24,2,0,2,0
17521,12,4,0,0,0
16841,25,10,0,0,0
17221,26,2,0,0,0
17201,25,3,0,0,0
17861,24,2,0,2,0
16821,25,10,0,0,0
17501,13,3,0,0,0
17481,13,3,0,0,0
17181,24,4,0,0,0
17841,23,3,0,2,0
16801,25,10,0,0,0
17461,13,3,0,0,0
16781,24,11,0,0,0
17161,26,2,0,0,0
15701,25,1,0,2,0
15681,23,3,0,1,0
17441,13,3,0,0,0
16761,26,9,0,0,0
17141,25,3,0,0,0
15661,26,1,0,0,0
17421,13,3,0,0,0
16741,21,14,0,0,0
17121,24,4,0,0,0
15641,24,3,0,0,0
17101,26,2,0,0,0
16721,23,12,0,0,0
17401,13,3,0,0,0
15621,26,1,0,0,0
17081,26,2,0,0,0
16701,25,10,0,0,0
17381,13,3,0,0,0
15281,22,13,0,0,0
15261,26,2,0,0,0
15181,13,3,0,0,0
15001,25,2,0,0,0
15021,0,0,0,27,0
15161,0,0,0,16,0
15241,0,0,0,28,0
14981,20,15,0,0,0
14901,15,20,0,0,0
15041,20,7,0,0,0
8381,0,0,0,28,0
15141,0,0,0,16,0
15061,21,6,0,0,0
14881,12,23,0,0,0
15121,0,0,0,16,0
15221,0,0,0,28,0
15081,22,5,0,0,0
15101,0,0,0,16,0
14861,11,24,0,0,0
15201,0,0,0,28,0
14841,15,20,0,0,0
15601,23,4,0,0,0
14821,12,23,0,0,0
15581,22,5,0,0,0
15561,22,5,0,0,0
14801,16,19,0,0,0
15541,24,3,0,0,0
14781,13,22,0,0,0
14761,12,23,0,0,0
15521,0,0,0,27,0
14961,14,21,0,0,0
15501,22,5,0,0,0
15481,23,6,0,0,0
14941,11,24,0,0,0
15461,27,2,0,0,0
14921,17,18,0,0,0
14741,12,23,0,0,0
15441,23,6,0,0,0
14721,8,27,0,0,0
15421,25,4,0,0,0
15401,18,11,0,0,0
14701,10,25,0,0,0
15381,0,0,0,29,0
14681,17,18,0,0,0
14661,14,23,0,0,0
15361,0,0,0,29,0
15341,0,0,0,29,0
14641,24,13,0,0,0
15321,0,0,0,29,0
14621,25,12,0,0,0
14541,18,19,0,0,0
14561,12,4,0,0,0
14581,0,0,0,20,0
14481,9,7,0,0,0
14501,0,0,0,20,0
14461,22,15,0,0,0
15301,0,0,0,29,0
14401,9,7,0,0,0
14421,0,0,0,20,0
14381,25,12,0,0,0
14361,9,7,0,0,0
14341,0,0,0,20,0
14321,20,17,0,0,0
14081,8,4,0,0,0
14221,9,7,0,0,0
14021,19,18,0,0,0
17061,7,5,0,0,0
14001,17,20,0,0,0
14141,0,0,0,20,0
14201,10,6,0,0,0
14061,8,4,0,0,0
14121,0,0,0,20,0
14181,12,4,0,0,0
13981,17,20,0,0,0
14041,2,10,0,0,0
14161,12,4,0,0,0
14101,0,0,0,20,0
13961,15,22,0,0,0
9341,3,9,0,0,0
12421,0,0,0,16,0
9181,16,21,0,0,0
9441,0,6,19,0,2
9321,5,7,0,0,0
12401,0,0,0,16,0
9161,32,33,0,3,0
9421,0,0,0,27,0
9481,10,2,0,0,0
9401,0,0,0,54,0
12381,0,0,0,16,0
9141,15,17,0,3,0
9381,0,0,0,27,0
12361,0,0,0,16,0
9241,7,5,0,0,0
9121,18,14,0,3,0
9221,7,5,0,0,0
9361,0,0,0,27,0
9101,18,14,0,3,0
9201,11,1,0,0,0
9081,18,14,0,3,0
9061,19,13,0,0,0
8481,0,0,0,11,0
8341,0,0,0,20,0
6901,0,0,0,32,0
8501,0,0,0,11,0
8521,0,0,0,11,0
6881,18,12,0,2,0
8361,18,2,0,0,0
8541,0,0,0,11,0
6861,15,15,0,2,0
13921,16,4,0,0,0
6841,17,13,0,2,0
8401,18,2,0,0,0
6821,15,15,0,0,0
13561,0,0,0,11,0
13901,0,0,0,20,0
7061,2,1,0,0,0
13541,0,0,0,11,0
13881,0,0,0,20,0
6801,14,16,0,0,0
13861,0,0,0,20,0
6781,15,15,0,0,0
13481,0,0,0,11,0
13841,0,0,0,20,0
6761,11,19,0,0,0
13441,0,1,2,0,8
6741,18,12,0,0,0
13421,0,1,2,0,8
13801,0,0,0,20,0
6721,17,13,0,0,0
13401,0,1,2,0,8
6701,15,15,0,0,0
13381,0,1,3,0,7
6681,15,15,0,0,0
13741,19,1,0,0,0
13721,18,2,0,0,0
13361,0,1,3,0,7
6661,16,14,0,0,0
13341,0,2,4,0,5
13701,18,2,0,0,0
6641,18,12,0,0,0
13321,0,2,4,0,5
6621,15,15,0,0,0
13681,18,2,0,0,0
13301,0,2,4,0,5
13661,18,2,0,0,0
6601,16,14,0,0,0
13281,0,2,4,0,5
13641,18,2,0,0,0
6581,17,13,0,0,0
13261,0,2,4,0,5
6561,17,13,0,0,0
13621,18,2,0,0,0
13601,18,2,0,0,0
13941,0,2,4,0,5
6541,14,16,0,0,0
13241,0,2,4,0,5
13581,0,0,0,20,0
6121,13,17,0,0,0
6101,0,1,4,11,6
6081,0,0,0,20,0
5921,1,2,0,27,0
5721,0,0,0,38,0
6061,0,0,0,20,0
5701,0,0,0,30,0
5741,0,0,0,11,0
5681,0,0,0,30,0
6041,0,0,0,20,0
5761,0,0,0,11,0
5661,0,0,0,30,0
6021,0,0,0,19,0
5781,0,0,0,11,0
5981,17,3,0,0,0
5641,0,0,0,30,0
5961,0,0,0,20,0
5801,0,0,0,11,0
5621,0,0,0,30,0
5941,0,0,0,19,0
5821,0,0,0,11,0
5601,0,0,0,30,0
5561,0,0,0,39,0
5581,0,1,5,0,5
5541,0,1,5,30,5
5521,16,4,0,0,0
5481,0,0,0,30,0
5501,0,0,0,11,0
5441,0,0,0,30,0
5461,0,0,0,11,0
13181,16,4,0,0,0
13161,17,3,0,0,0
5421,0,0,6,12,5
5321,0,0,0,59,0
5401,0,2,5,0,4
5301,0,0,0,30,0
6521,7,23,0,0,0
13141,0,0,0,20,0
5381,0,1,4,0,6
13121,0,0,0,20,0
13101,0,0,0,20,0
6501,13,17,0,0,0
12681,0,1,5,0,5
13081,0,0,0,20,0
6481,9,21,0,0,0
12661,0,1,4,0,6
12641,0,2,4,0,5
6461,17,13,0,0,0
12621,0,3,5,0,3
6441,25,5,0,0,0
12601,0,3,4,0,4
6421,24,6,0,0,0
12581,0,3,5,0,3
6401,21,9,0,0,0
6381,20,10,0,0,0
12561,0,2,6,0,3
12541,0,0,5,0,6
6341,19,11,0,0,0
12521,0,0,5,0,6
6321,20,10,0,0,0
12501,0,0,6,0,5
6301,20,10,0,0,0
12481,0,0,6,0,5
6281,18,12,0,0,0
12461,0,0,6,0,5
6261,26,4,0,0,0
6241,23,7,0,0,0
12441,0,0,6,0,5
6221,19,11,0,30,0
7041,0,0,4,0,7
7021,0,1,3,0,7
6361,21,9,0,0,0
7001,0,0,0,11,0
6201,22,8,0,0,0
6981,0,0,0,11,0
6181,20,10,0,0,0
6961,0,0,0,11,0
6161,24,6,0,0,0
6141,24,6,0,0,0
6941,0,0,0,11,0
8161,27,3,0,0,0
8141,26,4,0,0,0
8121,27,3,0,0,0
8101,24,6,0,0,0
8081,25,5,0,0,0
8061,21,9,0,0,0
8041,22,8,0,0,0
8021,19,11,0,0,0
8001,0,0,0,30,0
7981,0,0,0,30,0
7961,0,0,0,30,0
7941,19,11,0,0,0
7921,22,8,0,0,0
7901,21,9,0,0,0
7881,44,16,0,0,0
7861,23,7,0,0,0
7841,0,0,0,30,0
7821,0,0,0,30,0
7801,20,10,0,0,0
7781,23,7,0,0,0
7761,18,12,0,0,0
7741,12,18,0,0,0
7721,15,15,0,0,0
7701,15,15,0,0,0
7681,16,14,0,0,0
7661,13,17,0,0,0
7641,20,10,0,0,0
7621,16,14,0,0,0
7601,19,11,0,0,0
7581,18,12,0,0,0
7561,19,11,0,0,0
7541,8,22,0,0,0
7521,24,6,0,0,0
7501,22,8,0,0,0
7461,23,7,0,0,0
7441,22,8,0,0,0
7421,23,7,0,0,0
7401,22,8,0,0,0
7381,0,0,0,30,0
7361,0,0,0,30,0
7341,0,0,0,30,0
7321,15,15,0,0,0
7301,21,9,0,0,0
7281,22,8,0,0,0
7261,17,13,0,0,0
7241,24,6,0,0,0
9041,23,7,0,0,0
9021,21,9,0,0,0
9001,11,19,0,0,0
8981,23,7,0,0,0
8961,22,8,0,0,0
8941,18,12,0,0,0
8921,17,13,0,0,0
8901,19,11,0,0,0
8881,21,9,0,0,0
8861,12,18,0,0,0
8841,23,7,0,0,0
8821,22,8,0,0,0
8801,22,8,0,0,0
8781,18,12,0,0,0
8761,21,9,0,0,0
8741,22,8,0,0,0
8721,21,9,0,0,0
8701,21,9,0,0,0
8681,23,7,0,0,0
8661,40,20,0,0,0
8641,17,13,0,0,0
8621,0,0,0,30,0
8601,21,9,0,30,0
8581,0,0,0,60,0
8561,0,0,0,30,0
10321,24,6,0,0,0
10301,24,6,0,0,0
10281,22,8,0,0,0
10261,25,5,0,0,0
10241,53,7,0,0,0
10221,28,2,0,0,0
10201,0,0,0,30,0
10181,0,0,0,30,0
10161,0,0,0,30,0
10121,0,0,0,30,0
10101,0,0,0,30,0
10081,21,9,0,0,0
10061,22,8,0,0,0
10041,24,6,0,0,0
10021,21,9,0,0,0
10001,46,14,0,0,0
9981,18,12,0,0,0
9961,21,9,0,0,0
9941,19,11,0,0,0
9921,0,0,0,30,0
9901,0,0,0,30,0
9881,0,0,0,30,0
9861,0,0,0,30,0
9841,0,0,0,30,0
9821,0,0,0,30,0
9801,0,0,0,30,0
9781,0,0,0,30,0
9761,0,0,0,30,0
9741,0,0,0,30,0
9721,0,0,0,30,0
9701,0,0,0,30,0
9681,0,0,0,30,0
9661,0,0,0,30,0
9641,0,0,0,30,0
9621,0,0,0,30,0
9601,25,5,0,0,0
9581,24,6,0,0,0
9561,24,6,0,0,0
9541,0,0,0,30,0
9521,0,0,0,30,0
9501,0,0,0,30,0
10941,0,0,0,30,0
10921,28,2,0,0,0
10901,29,1,0,0,0
10881,28,2,0,0,0
10861,25,5,0,0,0
10841,27,3,0,0,0
10821,25,5,0,0,0
10801,25,5,0,0,0
10781,25,5,0,0,0
10761,26,4,0,0,0
10741,21,9,0,0,0
10721,27,3,0,0,0
10701,26,3,0,1,0
10681,0,0,0,30,0
10661,0,0,0,30,0
10641,0,0,0,30,0
10621,0,0,0,30,0
10601,0,0,0,30,0
10581,0,0,0,30,0
10561,0,0,0,30,0
10541,0,0,0,30,0
10521,0,0,0,30,0
10501,0,0,0,30,0
10481,0,0,0,30,0
10461,26,4,0,0,0
10441,26,4,0,0,0
10401,29,1,0,0,0
10381,26,4,0,0,0
10361,23,7,0,0,0
10341,0,0,0,30,0
11681,0,0,0,30,0
11661,0,0,0,30,0
11641,29,1,0,0,0
11621,30,0,0,0,0
11601,29,1,0,0,0
11581,0,0,0,30,0
11561,0,0,0,30,0
11541,0,0,0,30,0
11521,25,5,0,0,0
11501,25,5,0,0,0
11481,24,6,0,0,0
11461,25,5,0,0,0
11441,28,2,0,0,0
11421,27,3,0,0,0
11401,26,4,0,0,0
11381,26,4,0,0,0
11361,26,4,0,0,0
11341,25,5,0,0,0
11321,0,0,0,30,0
11301,0,0,0,30,0
11281,0,0,0,30,0
11261,0,0,0,60,0
11241,0,0,0,30,0
11221,0,0,0,30,0
11201,0,0,0,30,0
11181,0,0,0,30,0
11161,0,0,0,30,0
11141,0,0,0,30,0
11121,27,3,0,0,0
11101,0,0,0,30,0
11081,0,0,0,30,0
11061,0,0,0,30,0
11041,0,0,0,30,0
11021,0,0,0,30,0
11001,0,0,0,30,0
10981,0,0,0,30,0
10961,0,0,0,60,0
12321,0,0,0,30,0
12301,0,0,0,30,0
12281,0,0,0,30,0
12261,24,6,0,0,0
12241,23,7,0,0,0
12221,25,5,0,0,0
12201,26,4,0,0,0
12181,0,0,0,30,0
12161,0,0,0,30,0
12141,0,0,0,30,0
12121,0,0,0,30,0
12101,0,0,0,30,0
12081,0,0,0,30,0
12061,0,0,0,30,0
12341,0,0,0,30,0
12041,0,0,0,30,0
12021,0,0,0,30,0
12001,0,0,0,30,0
11981,0,0,0,30,0
11961,0,0,0,30,0
11941,0,0,0,30,0
11921,0,0,0,30,0
11901,0,0,0,30,0
11881,0,0,0,30,0
11861,0,0,0,30,0
11841,0,0,0,30,0
11821,27,3,0,0,0
11801,27,3,0,0,0
11781,0,0,0,30,0
11761,0,0,0,30,0
11741,0,0,0,30,0
11721,0,0,0,30,0
